state,year,month,period,indicator,data_value,percent_complete,percent_pending_investigation,state_name,footnote,footnote_symbol,predicted_value
AK,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),53,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,55
AK,2016,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,54
AK,2016,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",59,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,60
AK,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",96,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,98
AK,2016,December,12 month-ending,Percent with drugs specified,99.2248062,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,
AK,2016,December,12 month-ending,Number of Drug Overdose Deaths,129,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,131
AK,2016,December,12 month-ending,Number of Deaths,4355,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,
AK,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.068886338,Alaska,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
AK,2017,December,12 month-ending,Cocaine (T40.5),18,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,19
AK,2017,December,12 month-ending,Heroin (T40.1),36,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,37
AK,2017,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",37,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,38
AK,2017,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),46,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,47
AK,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,51
AK,2017,December,12 month-ending,Psychostimulants with abuse potential (T43.6),64,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,65
AK,2017,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",75,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,76
AK,2017,December,12 month-ending,Percent with drugs specified,97.16312057,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,
AK,2017,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,101
AK,2017,December,12 month-ending,Number of Drug Overdose Deaths,141,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,142
AK,2017,December,12 month-ending,Number of Deaths,4279,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,
AK,2017,December,12 month-ending,Methadone (T40.3),0,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
AK,2018,December,12 month-ending,Cocaine (T40.5),10,100,0,Alaska,Underreported due to incomplete data.,*,11
AK,2018,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",16,100,0,Alaska,Underreported due to incomplete data.,*,16
AK,2018,December,12 month-ending,Heroin (T40.1),28,100,0,Alaska,Underreported due to incomplete data.,*,28
AK,2018,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),33,100,0,Alaska,Underreported due to incomplete data.,*,33
AK,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37,100,0,Alaska,Underreported due to incomplete data.,*,37
AK,2018,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",46,100,0,Alaska,Underreported due to incomplete data.,*,46
AK,2018,December,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0,Alaska,Underreported due to incomplete data.,*,49
AK,2018,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",65,100,0,Alaska,Underreported due to incomplete data.,*,65
AK,2018,December,12 month-ending,Percent with drugs specified,100,100,0,Alaska,Underreported due to incomplete data.,*,
AK,2018,December,12 month-ending,Number of Drug Overdose Deaths,105,100,0,Alaska,Underreported due to incomplete data.,*,105
AK,2018,December,12 month-ending,Number of Deaths,4340,100,0,Alaska,Underreported due to incomplete data.,*,
AK,2018,December,12 month-ending,Methadone (T40.3),0,100,0,Alaska,Underreported due to incomplete data.  Data suppressed (<10).,*,
AL,2015,December,12 month-ending,Percent with drugs specified,49.58333333,100,0.310595636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,December,12 month-ending,Number of Drug Overdose Deaths,720,100,0.310595636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,754
AL,2015,December,12 month-ending,Number of Deaths,50870,100,0.310595636,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,December,12 month-ending,Percent with drugs specified,57.2972973,100,0.270265015,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,December,12 month-ending,Number of Drug Overdose Deaths,740,100,0.270265015,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770
AL,2016,December,12 month-ending,Number of Deaths,51431,100,0.270265015,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,December,12 month-ending,Percent with drugs specified,69.02106568,100,0.141472461,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,December,12 month-ending,Number of Drug Overdose Deaths,807,100,0.141472461,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,825
AL,2017,December,12 month-ending,Number of Deaths,52307,100,0.141472461,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2018,December,12 month-ending,Percent with drugs specified,74.59459459,100,0.176287461,Alabama,Underreported due to incomplete data.,*,
AL,2018,December,12 month-ending,Number of Drug Overdose Deaths,740,100,0.176287461,Alabama,Underreported due to incomplete data.,*,752
AL,2018,December,12 month-ending,Number of Deaths,53322,100,0.176287461,Alabama,Underreported due to incomplete data.,*,
AR,2015,December,12 month-ending,Percent with drugs specified,77.69028871,100,0.070999806,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,December,12 month-ending,Number of Drug Overdose Deaths,381,100,0.070999806,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,386
AR,2015,December,12 month-ending,Number of Deaths,30986,100,0.070999806,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,December,12 month-ending,Percent with drugs specified,70.20725389,100,0.0709037,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,December,12 month-ending,Number of Drug Overdose Deaths,386,100,0.0709037,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,391
AR,2016,December,12 month-ending,Number of Deaths,31028,100,0.0709037,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2017,December,12 month-ending,Percent with drugs specified,72.94117647,100,0.056562863,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2017,December,12 month-ending,Number of Drug Overdose Deaths,425,100,0.056562863,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,429
AR,2017,December,12 month-ending,Number of Deaths,31823,100,0.056562863,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2018,December,12 month-ending,Percent with drugs specified,81.29330254,100,0.06598586,Arkansas,Underreported due to incomplete data.,*,
AR,2018,December,12 month-ending,Number of Drug Overdose Deaths,433,100,0.06598586,Arkansas,Underreported due to incomplete data.,*,434
AR,2018,December,12 month-ending,Number of Deaths,31825,100,0.06598586,Arkansas,Underreported due to incomplete data.,*,
AZ,2015,December,12 month-ending,Percent with drugs specified,80.34727703,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2015,December,12 month-ending,Number of Drug Overdose Deaths,1267,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,1305
AZ,2015,December,12 month-ending,Number of Deaths,54853,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,Methadone (T40.3),0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,Heroin (T40.1),0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2015,December,12 month-ending,Cocaine (T40.5),0,100,0.196889869,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Percent with drugs specified,85.5707107,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2016,December,12 month-ending,Number of Drug Overdose Deaths,1393,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,1525
AZ,2016,December,12 month-ending,Number of Deaths,57215,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2016,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Methadone (T40.3),0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Heroin (T40.1),0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2016,December,12 month-ending,Cocaine (T40.5),0,100,0.618718867,Arizona,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
AZ,2017,December,12 month-ending,Methadone (T40.3),85,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,89
AZ,2017,December,12 month-ending,Percent with drugs specified,92.9903537,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2017,December,12 month-ending,Cocaine (T40.5),136,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,146
AZ,2017,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,276
AZ,2017,December,12 month-ending,Heroin (T40.1),341,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,354
AZ,2017,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),350,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,365
AZ,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",417,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,435
AZ,2017,December,12 month-ending,Psychostimulants with abuse potential (T43.6),581,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,609
AZ,2017,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",615,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,642
AZ,2017,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",936,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,974
AZ,2017,December,12 month-ending,Number of Drug Overdose Deaths,1555,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,1614
AZ,2017,December,12 month-ending,Number of Deaths,58440,100,0.254962355,Arizona,Numbers may differ from published reports using final data. See Technical Notes.,**,
AZ,2018,December,12 month-ending,Methadone (T40.3),65,100,0.124580579,Arizona,Underreported due to incomplete data.,*,66
AZ,2018,December,12 month-ending,Percent with drugs specified,95.08101852,100,0.124580579,Arizona,Underreported due to incomplete data.,*,
AZ,2018,December,12 month-ending,Cocaine (T40.5),175,100,0.124580579,Arizona,Underreported due to incomplete data.,*,186
AZ,2018,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),312,100,0.124580579,Arizona,Underreported due to incomplete data.,*,315
AZ,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",366,100,0.124580579,Arizona,Underreported due to incomplete data.,*,370
AZ,2018,December,12 month-ending,Heroin (T40.1),367,100,0.124580579,Arizona,Underreported due to incomplete data.,*,370
AZ,2018,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",527,100,0.124580579,Arizona,Underreported due to incomplete data.,*,532
AZ,2018,December,12 month-ending,Psychostimulants with abuse potential (T43.6),609,100,0.124580579,Arizona,Underreported due to incomplete data.,*,616
AZ,2018,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",798,100,0.124580579,Arizona,Underreported due to incomplete data.,*,806
AZ,2018,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",1132,100,0.124580579,Arizona,Underreported due to incomplete data.,*,1142
AZ,2018,December,12 month-ending,Number of Drug Overdose Deaths,1728,100,0.124580579,Arizona,Underreported due to incomplete data.,*,1743
AZ,2018,December,12 month-ending,Number of Deaths,60202,100,0.124580579,Arizona,Underreported due to incomplete data.,*,
CA,2015,December,12 month-ending,Percent with drugs specified,79.23141537,100,0.355918392,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2015,December,12 month-ending,Number of Drug Overdose Deaths,4762,100,0.355918392,California,Numbers may differ from published reports using final data. See Technical Notes.,**,5014
CA,2015,December,12 month-ending,Number of Deaths,260172,100,0.355918392,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2016,December,12 month-ending,Percent with drugs specified,80.10515247,100,0.363983146,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2016,December,12 month-ending,Number of Drug Overdose Deaths,4755,100,0.363983146,California,Numbers may differ from published reports using final data. See Technical Notes.,**,5013
CA,2016,December,12 month-ending,Number of Deaths,263199,100,0.363983146,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2017,December,12 month-ending,Percent with drugs specified,85.46141607,100,0.331505659,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2017,December,12 month-ending,Number of Drug Overdose Deaths,5028,100,0.331505659,California,Numbers may differ from published reports using final data. See Technical Notes.,**,5276
CA,2017,December,12 month-ending,Number of Deaths,269377,100,0.331505659,California,Numbers may differ from published reports using final data. See Technical Notes.,**,
CA,2018,December,12 month-ending,Percent with drugs specified,88.32847779,100,0.233579993,California,Underreported due to incomplete data.,*,
CA,2018,December,12 month-ending,Number of Drug Overdose Deaths,5492,100,0.233579993,California,Underreported due to incomplete data.,*,5621
CA,2018,December,12 month-ending,Number of Deaths,270143,100,0.233579993,California,Underreported due to incomplete data.,*,
CO,2015,December,12 month-ending,Percent with drugs specified,80.06571742,100,0.040548212,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2015,December,12 month-ending,Number of Drug Overdose Deaths,913,100,0.040548212,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,920
CO,2015,December,12 month-ending,Number of Deaths,36993,100,0.040548212,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2016,December,12 month-ending,Percent with drugs specified,82.69430052,100,0.031453959,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2016,December,12 month-ending,Number of Drug Overdose Deaths,965,100,0.031453959,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,971
CO,2016,December,12 month-ending,Number of Deaths,38151,100,0.031453959,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2017,December,12 month-ending,Percent with drugs specified,85.86538462,100,0.030960551,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2017,December,12 month-ending,Number of Drug Overdose Deaths,1040,100,0.030960551,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,1047
CO,2017,December,12 month-ending,Number of Deaths,38759,100,0.030960551,Colorado,Numbers may differ from published reports using final data. See Technical Notes.,**,
CO,2018,December,12 month-ending,Percent with drugs specified,91.13545817,100,0.033207316,Colorado,Underreported due to incomplete data.,*,
CO,2018,December,12 month-ending,Number of Drug Overdose Deaths,1004,100,0.033207316,Colorado,Underreported due to incomplete data.,*,1004
CO,2018,December,12 month-ending,Number of Deaths,39148,100,0.033207316,Colorado,Underreported due to incomplete data.,*,
CT,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),23,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,24
CT,2015,December,12 month-ending,Methadone (T40.3),73,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,74
CT,2015,December,12 month-ending,Percent with drugs specified,99.74968711,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2015,December,12 month-ending,Cocaine (T40.5),168,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,178
CT,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),182,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,184
CT,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",214,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,216
CT,2015,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",243,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,245
CT,2015,December,12 month-ending,Heroin (T40.1),394,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,395
CT,2015,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",415,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,417
CT,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",686,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,689
CT,2015,December,12 month-ending,Number of Drug Overdose Deaths,799,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,803
CT,2015,December,12 month-ending,Number of Deaths,30600,100,0.016339869,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,23
CT,2016,December,12 month-ending,Methadone (T40.3),71,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,72
CT,2016,December,12 month-ending,Percent with drugs specified,99.79466119,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),214,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,216
CT,2016,December,12 month-ending,Cocaine (T40.5),237,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,251
CT,2016,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",272,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,275
CT,2016,December,12 month-ending,Heroin (T40.1),459,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,461
CT,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",508,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,513
CT,2016,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",678,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,683
CT,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",869,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,874
CT,2016,December,12 month-ending,Number of Drug Overdose Deaths,974,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,980
CT,2016,December,12 month-ending,Number of Deaths,30641,100,0.026108808,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2017,December,12 month-ending,Psychostimulants with abuse potential (T43.6),39,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,40
CT,2017,December,12 month-ending,Methadone (T40.3),95,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,96
CT,2017,December,12 month-ending,Percent with drugs specified,99.81481481,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2017,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),186,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,188
CT,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,273
CT,2017,December,12 month-ending,Cocaine (T40.5),290,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,307
CT,2017,December,12 month-ending,Heroin (T40.1),428,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,429
CT,2017,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",696,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,700
CT,2017,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",848,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,852
CT,2017,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",967,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,970
CT,2017,December,12 month-ending,Number of Drug Overdose Deaths,1080,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,1084
CT,2017,December,12 month-ending,Number of Deaths,31542,100,0.009511128,Connecticut,Numbers may differ from published reports using final data. See Technical Notes.,**,
CT,2018,December,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,66
CT,2018,December,12 month-ending,Methadone (T40.3),78,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,78
CT,2018,December,12 month-ending,Percent with drugs specified,99.90654206,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,
CT,2018,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),158,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,158
CT,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",230,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,230
CT,2018,December,12 month-ending,Cocaine (T40.5),307,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,325
CT,2018,December,12 month-ending,Heroin (T40.1),342,100,0.044488227,Connecticut,Underreported due to incomplete data.,*,342
