state,year,month,period,indicator,data_value,percent_complete,percent_pending_investigation,state_name,footnote,footnote_symbol,predicted_value
DE,2015,April,12 month-ending,Heroin (T40.1),0,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2015,April,12 month-ending,Cocaine (T40.5),0,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
FL,2015,April,12 month-ending,Percent with drugs specified,74.28967429,100,0.032246656,Florida,Numbers may differ from published reports using final data. See Technical Notes.,**,
FL,2015,April,12 month-ending,Number of Drug Overdose Deaths,2886,100,0.032246656,Florida,Numbers may differ from published reports using final data. See Technical Notes.,**,2904
FL,2015,April,12 month-ending,Number of Deaths,192268,100,0.032246656,Florida,Numbers may differ from published reports using final data. See Technical Notes.,**,
GA,2015,April,12 month-ending,Percent with drugs specified,86.8503937,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.,**,
GA,2015,April,12 month-ending,Number of Drug Overdose Deaths,1270,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.,**,1290
GA,2015,April,12 month-ending,Number of Deaths,79111,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.,**,
GA,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,Methadone (T40.3),0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,Heroin (T40.1),0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
GA,2015,April,12 month-ending,Cocaine (T40.5),0,100,0.098595644,Georgia,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,Percent with drugs specified,84.7133758,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2015,April,12 month-ending,Number of Drug Overdose Deaths,157,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,158
HI,2015,April,12 month-ending,Number of Deaths,11031,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,Methadone (T40.3),0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,Heroin (T40.1),0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
HI,2015,April,12 month-ending,Cocaine (T40.5),0,100,0.018130723,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
IA,2015,April,12 month-ending,Cocaine (T40.5),17,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,18
IA,2015,April,12 month-ending,Methadone (T40.3),19,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,20
IA,2015,April,12 month-ending,Heroin (T40.1),32,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,33
IA,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,40
IA,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,48
IA,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),80,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,81
IA,2015,April,12 month-ending,Percent with drugs specified,92.83018868,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",93,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,94
IA,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",119,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,120
IA,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",157,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,158
IA,2015,April,12 month-ending,Number of Drug Overdose Deaths,265,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,266
IA,2015,April,12 month-ending,Number of Deaths,29412,100,0.010199918,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
ID,2015,April,12 month-ending,Percent with drugs specified,61.64383562,100,0.007841292,Idaho,Numbers may differ from published reports using final data. See Technical Notes.,**,
ID,2015,April,12 month-ending,Number of Drug Overdose Deaths,219,100,0.007841292,Idaho,Numbers may differ from published reports using final data. See Technical Notes.,**,220
ID,2015,April,12 month-ending,Number of Deaths,12753,100,0.007841292,Idaho,Numbers may differ from published reports using final data. See Technical Notes.,**,
IL,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),36,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,37
IL,2015,April,12 month-ending,Percent with drugs specified,90.77809798,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,
IL,2015,April,12 month-ending,Methadone (T40.3),113,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,114
IL,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",143,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,145
IL,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),245,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,247
IL,2015,April,12 month-ending,Cocaine (T40.5),303,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,321
IL,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",344,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,347
IL,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",458,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,461
IL,2015,April,12 month-ending,Heroin (T40.1),791,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,794
IL,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",1285,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,1291
IL,2015,April,12 month-ending,Number of Drug Overdose Deaths,1735,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,1744
IL,2015,April,12 month-ending,Number of Deaths,104256,100,0.023020258,Illinois,Numbers may differ from published reports using final data. See Technical Notes.,**,
IN,2015,April,12 month-ending,Percent with drugs specified,50.5794702,100,0.029990214,Indiana,Numbers may differ from published reports using final data. See Technical Notes.,**,
IN,2015,April,12 month-ending,Number of Drug Overdose Deaths,1208,100,0.029990214,Indiana,Numbers may differ from published reports using final data. See Technical Notes.,**,1215
IN,2015,April,12 month-ending,Number of Deaths,63354,100,0.029990214,Indiana,Numbers may differ from published reports using final data. See Technical Notes.,**,
KS,2015,April,12 month-ending,Percent with drugs specified,73.79518072,100,0.035444234,Kansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
KS,2015,April,12 month-ending,Number of Drug Overdose Deaths,332,100,0.035444234,Kansas,Numbers may differ from published reports using final data. See Technical Notes.,**,335
KS,2015,April,12 month-ending,Number of Deaths,25392,100,0.035444234,Kansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
KY,2015,April,12 month-ending,Percent with drugs specified,79.778157,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,
KY,2015,April,12 month-ending,Number of Drug Overdose Deaths,1172,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,1177
KY,2015,April,12 month-ending,Number of Deaths,45635,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.,**,
KY,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,Methadone (T40.3),0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,Heroin (T40.1),0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
KY,2015,April,12 month-ending,Cocaine (T40.5),0,100,0.015339104,Kentucky,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
LA,2015,April,12 month-ending,Percent with drugs specified,46.73366834,100,0.052000904,Louisiana,Numbers may differ from published reports using final data. See Technical Notes.,**,
LA,2015,April,12 month-ending,Number of Drug Overdose Deaths,796,100,0.052000904,Louisiana,Numbers may differ from published reports using final data. See Technical Notes.,**,803
LA,2015,April,12 month-ending,Number of Deaths,44230,100,0.052000904,Louisiana,Numbers may differ from published reports using final data. See Technical Notes.,**,
MA,2015,April,12 month-ending,Percent with drugs specified,99.12790698,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.,**,
MA,2015,April,12 month-ending,Number of Drug Overdose Deaths,1376,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.,**,1702
MA,2015,April,12 month-ending,Number of Deaths,58197,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.,**,
MA,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,60
MA,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,1021
MA,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,1569
MA,2015,April,12 month-ending,Methadone (T40.3),0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,85
MA,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,307
MA,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,806
MA,2015,April,12 month-ending,Heroin (T40.1),0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,615
MA,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,232
MA,2015,April,12 month-ending,Cocaine (T40.5),0,100,1.390106019,Massachusetts,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,351
MD,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),18,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,19
MD,2015,April,12 month-ending,Percent with drugs specified,98.84444444,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,
MD,2015,April,12 month-ending,Cocaine (T40.5),119,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,126
MD,2015,April,12 month-ending,Methadone (T40.3),171,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,172
MD,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",244,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,246
MD,2015,April,12 month-ending,Heroin (T40.1),329,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,330
MD,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),405,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,408
MD,2015,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",525,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,528
MD,2015,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",670,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,673
MD,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",970,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,973
MD,2015,April,12 month-ending,Number of Drug Overdose Deaths,1125,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,1129
MD,2015,April,12 month-ending,Number of Deaths,46928,100,0.01065462,Maryland,Numbers may differ from published reports using final data. See Technical Notes.,**,
ME,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0.021439291,Maine,Numbers may differ from published reports using final data. See Technical Notes.,**,22
